date,fips,cases,deaths
2020-04-15,5005.0,4,0
2020-04-15,5007.0,62,0
2020-04-15,5009.0,3,0
2020-04-15,5011.0,7,0
2020-04-15,5015.0,2,0
2020-04-15,5017.0,7,0
2020-04-15,5019.0,27,0
2020-04-15,5021.0,1,0
2020-04-15,5023.0,70,4
2020-04-15,5025.0,8,0
2020-04-15,5027.0,4,0
2020-04-15,5029.0,5,1
2020-04-15,5031.0,40,1
2020-04-15,5033.0,4,0
2020-04-15,5035.0,122,2
2020-04-15,5037.0,7,0
2020-04-15,5039.0,1,0
2020-04-15,5041.0,6,0
2020-04-15,5043.0,6,1
2020-04-15,5045.0,59,2
2020-04-15,5047.0,1,0
2020-04-15,5051.0,105,0
2020-04-15,5053.0,11,0
2020-04-15,5055.0,6,0
2020-04-15,5057.0,4,1
2020-04-15,5059.0,8,0
2020-04-15,5061.0,11,0
2020-04-15,5063.0,6,0
2020-04-15,5065.0,2,0
2020-04-15,5067.0,1,0
2020-04-15,5069.0,107,6
2020-04-15,5071.0,18,0
2020-04-15,5073.0,5,0
2020-04-15,5075.0,11,1
2020-04-15,5077.0,3,1
2020-04-15,5079.0,61,0
2020-04-15,5083.0,2,0
2020-04-15,5085.0,30,0
2020-04-15,5087.0,1,0
2020-04-15,5089.0,1,0
2020-04-15,5091.0,29,0
2020-04-15,5093.0,7,0
2020-04-15,5095.0,2,0
2020-04-15,5099.0,1,0
2020-04-15,5101.0,1,0
2020-04-15,5103.0,5,0
2020-04-15,5105.0,2,0
2020-04-15,5107.0,4,1
2020-04-15,5109.0,2,0
2020-04-15,5111.0,9,0
2020-04-15,5113.0,6,0
2020-04-15,5115.0,32,0
2020-04-15,5117.0,2,0
2020-04-15,5119.0,353,10
2020-04-15,5121.0,9,0
2020-04-15,5125.0,35,1
2020-04-15,5127.0,1,0
2020-04-15,5129.0,6,0
2020-04-15,5131.0,11,0
2020-04-15,5133.0,8,0
2020-04-15,5135.0,2,0
2020-04-15,5123.0,45,0
2020-04-15,5137.0,7,0
2020-04-15,5139.0,18,0
2020-04-15,5141.0,26,2
2020-04-15,5143.0,44,0
2020-04-15,5145.0,28,0
2020-04-15,5147.0,1,0
2020-04-15,5149.0,1,0
2020-04-15,6001.0,983,36
2020-04-15,6003.0,2,0
2020-04-15,6005.0,6,0
2020-04-15,6007.0,16,0
2020-04-15,6009.0,9,0
2020-04-15,6011.0,3,0
2020-04-15,6013.0,615,14
2020-04-15,6015.0,2,0
2020-04-15,6017.0,35,0
2020-04-15,6019.0,265,7
2020-04-15,6021.0,4,0
2020-04-15,6023.0,52,0
2020-04-15,6025.0,127,2
2020-04-15,6027.0,17,0
2020-04-15,6029.0,553,3
2020-04-15,6031.0,13,1
2020-04-15,6033.0,5,0
2020-04-15,6037.0,10496,402
2020-04-15,6039.0,33,2
2020-04-15,6041.0,184,10
2020-04-15,6045.0,4,0
2020-04-15,6047.0,78,3
2020-04-15,6051.0,23,1
2020-04-15,6053.0,108,3
2020-04-15,6055.0,39,2
2020-04-15,6057.0,34,1
2020-04-15,6059.0,1376,22
2020-04-15,6061.0,129,7
2020-04-15,6063.0,4,0
2020-04-15,6065.0,2105,54
2020-04-15,6067.0,853,32
2020-04-15,6069.0,41,2
2020-04-15,6071.0,996,39
2020-04-15,6073.0,2012,60
2020-04-15,6075.0,1016,17
2020-04-15,6077.0,364,17
2020-04-15,6079.0,124,1
2020-04-15,6081.0,767,28
2020-04-15,6083.0,334,2
2020-04-15,6085.0,1793,66
2020-04-15,6087.0,96,2
2020-04-15,6089.0,25,3
2020-04-15,6093.0,5,0
2020-04-15,6095.0,146,2
2020-04-15,6097.0,163,2
2020-04-15,6099.0,177,4
2020-04-15,6101.0,24,2
2020-04-15,6103.0,1,0
2020-04-15,6107.0,352,15
2020-04-15,6109.0,2,0
2020-04-15,6111.0,365,13
2020-04-15,6113.0,116,7
2020-04-15,6115.0,15,1
2020-04-15,8001.0,758,28
2020-04-15,8003.0,7,2
2020-04-15,8005.0,1243,52
2020-04-15,8007.0,6,0
2020-04-15,8009.0,10,0
2020-04-15,8013.0,300,15
2020-04-15,8014.0,92,2
2020-04-15,8015.0,31,4
2020-04-15,8019.0,11,0
2020-04-15,8023.0,3,0
2020-04-15,8025.0,2,1
2020-04-15,8027.0,2,0
2020-04-15,8029.0,12,1
2020-04-15,8031.0,1468,61
2020-04-15,8035.0,312,15
2020-04-15,8037.0,480,6
2020-04-15,8041.0,668,43
2020-04-15,8039.0,16,1
2020-04-15,8043.0,9,0
2020-04-15,8045.0,62,2
2020-04-15,8047.0,1,0
2020-04-15,8049.0,4,0
2020-04-15,8051.0,104,3
2020-04-15,8053.0,3,0
2020-04-15,8055.0,1,0
2020-04-15,8059.0,837,32
2020-04-15,8063.0,8,1
2020-04-15,8067.0,46,0
2020-04-15,8065.0,5,0
2020-04-15,8069.0,202,9
2020-04-15,8071.0,2,0
2020-04-15,8073.0,2,0
2020-04-15,8075.0,13,0
2020-04-15,8077.0,34,0
2020-04-15,8079.0,2,0
2020-04-15,8081.0,3,0
2020-04-15,8083.0,12,2
2020-04-15,8085.0,65,6
2020-04-15,8087.0,103,0
2020-04-15,8089.0,5,0
2020-04-15,8091.0,4,1
2020-04-15,8093.0,6,0
2020-04-15,8095.0,4,0
2020-04-15,8097.0,51,2
2020-04-15,8099.0,1,0
2020-04-15,8101.0,68,4
2020-04-15,8103.0,1,0
2020-04-15,8105.0,7,0
2020-04-15,8107.0,41,1
2020-04-15,8109.0,3,0
2020-04-15,8113.0,12,0
2020-04-15,8117.0,76,1
2020-04-15,8119.0,16,2
2020-04-15,8121.0,5,0
2020-04-15,8123.0,928,57
2020-04-15,8125.0,2,0
2020-04-15,9001.0,6480,365
2020-04-15,9003.0,2570,213
2020-04-15,9005.0,490,35
2020-04-15,9007.0,379,28
2020-04-15,9009.0,3758,195
2020-04-15,9011.0,236,7
2020-04-15,9013.0,216,22
2020-04-15,9015.0,89,1
2020-04-15,10001.0,345,8
2020-04-15,10003.0,974,21
2020-04-15,10005.0,678,17
2020-04-15,11001.0,2197,72
2020-04-15,12001.0,196,0
2020-04-15,12003.0,17,2
2020-04-15,12005.0,39,2
2020-04-15,12007.0,35,1
2020-04-15,12009.0,173,6
2020-04-15,12011.0,3363,94
2020-04-15,12013.0,5,0
2020-04-15,12015.0,124,6
2020-04-15,12017.0,74,8
2020-04-15,12019.0,170,9
2020-04-15,12021.0,396,5
2020-04-15,12023.0,34,0
2020-04-15,12027.0,22,3
2020-04-15,12029.0,3,0
2020-04-15,12031.0,746,14
2020-04-15,12033.0,261,4
2020-04-15,12035.0,46,2
2020-04-15,12037.0,2,0
2020-04-15,12039.0,40,0
2020-04-15,12041.0,6,0
2020-04-15,12043.0,5,1
2020-04-15,12045.0,1,0
2020-04-15,12047.0,2,0
2020-04-15,12049.0,3,0
2020-04-15,12051.0,26,0
2020-04-15,12053.0,76,2
2020-04-15,12055.0,64,6
2020-04-15,12057.0,870,18
2020-04-15,12059.0,4,0
2020-04-15,12061.0,78,1
2020-04-15,12063.0,6,0
2020-04-15,12065.0,22,1
2020-04-15,12067.0,1,0
2020-04-15,12069.0,180,5
2020-04-15,12071.0,677,23
2020-04-15,12073.0,155,0
2020-04-15,12075.0,9,0
2020-04-15,12077.0,2,0
2020-04-15,12079.0,15,0
2020-04-15,12081.0,277,19
2020-04-15,12083.0,107,3
2020-04-15,12085.0,140,4
2020-04-15,12086.0,8066,155
2020-04-15,12087.0,66,3
2020-04-15,12089.0,37,0
2020-04-15,12091.0,107,1
2020-04-15,12093.0,5,0
2020-04-15,12095.0,1073,18
2020-04-15,12097.0,361,5
2020-04-15,12099.0,1816,107
2020-04-15,12101.0,186,3
2020-04-15,12103.0,513,14
2020-04-15,12105.0,287,10
2020-04-15,12107.0,46,1
2020-04-15,12113.0,115,4
2020-04-15,12115.0,253,17
2020-04-15,12117.0,284,2
2020-04-15,12109.0,179,3
2020-04-15,12111.0,172,8
2020-04-15,12119.0,114,11
2020-04-15,12121.0,81,3
2020-04-15,12123.0,1,0
2020-04-15,12125.0,2,0
2020-04-15,12127.0,243,8
2020-04-15,12129.0,13,1
2020-04-15,12131.0,29,0
2020-04-15,12133.0,5,0
2020-04-15,13001.0,14,0
2020-04-15,13003.0,2,0
2020-04-15,13005.0,14,0
2020-04-15,13007.0,17,2
2020-04-15,13009.0,93,2
2020-04-15,13011.0,9,0
2020-04-15,13013.0,68,3
2020-04-15,13015.0,237,20
2020-04-15,13017.0,10,0
2020-04-15,13019.0,8,0
2020-04-15,13021.0,108,1
2020-04-15,13023.0,3,0
2020-04-15,13025.0,14,1
2020-04-15,13027.0,21,2
2020-04-15,13029.0,30,2
2020-04-15,13031.0,22,1
2020-04-15,13033.0,28,2
2020-04-15,13035.0,36,0
2020-04-15,13037.0,59,2
2020-04-15,13039.0,24,0
2020-04-15,13043.0,4,0
2020-04-15,13045.0,242,7
2020-04-15,13047.0,17,0
2020-04-15,13049.0,5,0
2020-04-15,13051.0,160,5
2020-04-15,13053.0,5,0
2020-04-15,13055.0,9,1
2020-04-15,13057.0,232,8
2020-04-15,13059.0,102,12
2020-04-15,13061.0,17,2
2020-04-15,13063.0,462,13
2020-04-15,13065.0,7,0
2020-04-15,13067.0,950,44
2020-04-15,13069.0,65,3
2020-04-15,13071.0,90,5
2020-04-15,13073.0,79,0
2020-04-15,13075.0,9,0
2020-04-15,13077.0,138,3
2020-04-15,13079.0,10,0
2020-04-15,13081.0,93,1
2020-04-15,13083.0,6,1
2020-04-15,13085.0,37,2
2020-04-15,13089.0,1225,16
2020-04-15,13087.0,51,0
2020-04-15,13091.0,18,0
2020-04-15,13093.0,55,4
2020-04-15,13095.0,1320,84
2020-04-15,13097.0,201,6
2020-04-15,13099.0,145,6
2020-04-15,13101.0,3,0
2020-04-15,13103.0,24,1
2020-04-15,13105.0,7,0
2020-04-15,13107.0,9,0
2020-04-15,13109.0,2,0
2020-04-15,13111.0,14,0
2020-04-15,13113.0,122,5
2020-04-15,13115.0,120,6
2020-04-15,13117.0,157,5
2020-04-15,13119.0,7,0
2020-04-15,13121.0,1902,63
2020-04-15,13123.0,7,0
2020-04-15,13127.0,43,0
2020-04-15,13129.0,48,5
2020-04-15,13131.0,23,1
2020-04-15,13133.0,34,1
2020-04-15,13135.0,885,32
2020-04-15,13137.0,44,2
2020-04-15,13139.0,402,5
2020-04-15,13141.0,6,0
2020-04-15,13143.0,19,1
2020-04-15,13145.0,27,1
2020-04-15,13147.0,5,0
2020-04-15,13149.0,5,1
2020-04-15,13151.0,328,5
2020-04-15,13153.0,142,9
2020-04-15,13155.0,12,0
2020-04-15,13157.0,35,1
2020-04-15,13159.0,10,0
2020-04-15,13161.0,2,0
2020-04-15,13163.0,9,1
2020-04-15,13165.0,12,1
2020-04-15,13167.0,21,1
2020-04-15,13169.0,15,0
2020-04-15,13171.0,21,0
2020-04-15,13173.0,5,1
2020-04-15,13175.0,35,1
2020-04-15,13177.0,264,15
2020-04-15,13179.0,26,0
2020-04-15,13181.0,9,0
2020-04-15,13183.0,2,0
2020-04-15,13185.0,75,3
2020-04-15,13187.0,11,0
2020-04-15,13193.0,37,0
2020-04-15,13195.0,13,1
2020-04-15,13197.0,17,0
2020-04-15,13189.0,31,2
2020-04-15,13191.0,3,0
2020-04-15,13199.0,28,0
2020-04-15,13201.0,19,0
2020-04-15,13205.0,176,20
2020-04-15,13207.0,14,1
2020-04-15,13209.0,2,0
2020-04-15,13211.0,17,0
2020-04-15,13213.0,17,0
2020-04-15,13215.0,182,4
2020-04-15,13217.0,113,3
2020-04-15,13219.0,44,0
2020-04-15,13221.0,31,1
2020-04-15,13223.0,118,5
2020-04-15,13225.0,25,2
2020-04-15,13227.0,14,2
2020-04-15,13229.0,48,2
2020-04-15,13231.0,25,1
2020-04-15,13233.0,27,0
2020-04-15,13235.0,11,1
2020-04-15,13237.0,12,0
2020-04-15,13239.0,3,1
2020-04-15,13241.0,7,0
2020-04-15,13243.0,131,7
2020-04-15,13245.0,169,8
2020-04-15,13247.0,107,6
2020-04-15,13249.0,13,1
2020-04-15,13251.0,9,1
2020-04-15,13253.0,19,1
2020-04-15,13255.0,96,5
2020-04-15,13257.0,24,0
2020-04-15,13259.0,9,0
2020-04-15,13261.0,276,13
2020-04-15,13263.0,13,1
2020-04-15,13267.0,5,0
2020-04-15,13269.0,9,2
2020-04-15,13271.0,11,0
2020-04-15,13273.0,137,11
2020-04-15,13275.0,109,9
2020-04-15,13277.0,76,2
2020-04-15,13279.0,17,1
2020-04-15,13281.0,8,0
2020-04-15,13283.0,1,0
2020-04-15,13285.0,72,4
2020-04-15,13287.0,46,1
2020-04-15,13289.0,3,0
2020-04-15,13291.0,8,1
2020-04-15,13293.0,139,5
2020-04-15,13295.0,13,0
2020-04-15,13297.0,54,3
2020-04-15,13299.0,67,5
2020-04-15,13301.0,8,0
2020-04-15,13303.0,22,0
2020-04-15,13305.0,6,0
2020-04-15,13307.0,3,0
2020-04-15,13309.0,3,0
2020-04-15,13311.0,14,0
2020-04-15,13313.0,32,3
2020-04-15,13315.0,30,0
2020-04-15,13317.0,9,0
2020-04-15,13319.0,14,1
2020-04-15,13321.0,111,4
2020-04-15,15001.0,41,0
2020-04-15,15003.0,369,6
2020-04-15,15007.0,21,0
2020-04-15,15009.0,92,3
2020-04-15,16001.0,540,9
2020-04-15,16003.0,1,0
2020-04-15,16005.0,5,0
2020-04-15,16011.0,2,0
2020-04-15,16013.0,463,5
2020-04-15,16017.0,4,0
2020-04-15,16019.0,16,0
2020-04-15,16025.0,1,0
2020-04-15,16027.0,179,5
2020-04-15,16029.0,1,0
2020-04-15,16031.0,9,1
2020-04-15,16037.0,2,0
2020-04-15,16039.0,18,0
2020-04-15,16043.0,2,0
2020-04-15,16045.0,9,0
2020-04-15,16047.0,6,0
2020-04-15,16049.0,3,0
2020-04-15,16051.0,4,0
2020-04-15,16053.0,33,2
2020-04-15,16055.0,48,0
2020-04-15,16057.0,3,0
2020-04-15,16063.0,15,0
2020-04-15,16065.0,5,0
2020-04-15,16067.0,6,0
2020-04-15,16069.0,20,10
2020-04-15,16073.0,4,0
2020-04-15,16075.0,10,1
2020-04-15,16077.0,2,0
2020-04-15,16081.0,6,0
2020-04-15,16083.0,87,8
2020-04-15,16085.0,2,0
2020-04-15,16087.0,1,0
2020-04-15,17001.0,27,0
2020-04-15,17005.0,4,0
2020-04-15,17007.0,16,1
2020-04-15,17011.0,7,0
2020-04-15,17013.0,1,0
2020-04-15,17015.0,5,1
2020-04-15,17019.0,90,2
2020-04-15,17021.0,25,5
2020-04-15,17023.0,4,0
2020-04-15,17025.0,1,0
2020-04-15,17027.0,39,0
2020-04-15,17029.0,9,0
2020-04-15,17031.0,17306,630
2020-04-15,17033.0,4,0
2020-04-15,17035.0,2,0
2020-04-15,17039.0,2,0
2020-04-15,17037.0,37,1
2020-04-15,17041.0,11,0
2020-04-15,17043.0,1386,66
2020-04-15,17049.0,3,1
2020-04-15,17051.0,12,1
2020-04-15,17053.0,5,1
2020-04-15,17055.0,4,0
2020-04-15,17057.0,1,0
2020-04-15,17059.0,2,0
2020-04-15,17061.0,1,0
2020-04-15,17063.0,24,0
2020-04-15,17067.0,3,0
2020-04-15,17073.0,25,0
2020-04-15,17075.0,11,0
2020-04-15,17077.0,39,4
2020-04-15,17079.0,3,1
2020-04-15,17081.0,9,0
2020-04-15,17083.0,8,0
2020-04-15,17085.0,11,0
2020-04-15,17087.0,2,0
2020-04-15,17089.0,463,24
2020-04-15,17091.0,228,12
2020-04-15,17093.0,116,2
2020-04-15,17095.0,2,0
2020-04-15,17099.0,24,1
2020-04-15,17097.0,1711,65
2020-04-15,17101.0,2,0
2020-04-15,17103.0,15,0
2020-04-15,17105.0,17,0
2020-04-15,17107.0,4,0
2020-04-15,17115.0,44,5
2020-04-15,17117.0,17,0
2020-04-15,17119.0,135,2
2020-04-15,17121.0,17,0
2020-04-15,17123.0,2,0
2020-04-15,17125.0,3,0
2020-04-15,17127.0,3,0
2020-04-15,17109.0,2,0
2020-04-15,17111.0,264,11
2020-04-15,17113.0,82,2
2020-04-15,17129.0,2,0
2020-04-15,17131.0,3,0
2020-04-15,17133.0,49,4
2020-04-15,17135.0,9,0
2020-04-15,17137.0,10,1
2020-04-15,17139.0,2,0
2020-04-15,17141.0,28,1
2020-04-15,17143.0,33,1
2020-04-15,17145.0,1,0
2020-04-15,17147.0,6,0
2020-04-15,17149.0,1,0
2020-04-15,17153.0,5,0
2020-04-15,17157.0,46,0
2020-04-15,17159.0,1,0
2020-04-15,17161.0,138,4
2020-04-15,17165.0,3,0
2020-04-15,17167.0,50,3
2020-04-15,17169.0,1,0
2020-04-15,17173.0,4,0
2020-04-15,17163.0,225,10
2020-04-15,17175.0,1,0
2020-04-15,17177.0,9,0
2020-04-15,17179.0,21,3
2020-04-15,17181.0,3,0
2020-04-15,17183.0,8,0
2020-04-15,17185.0,1,0
2020-04-15,17187.0,2,0
2020-04-15,17189.0,3,0
2020-04-15,17195.0,29,3
2020-04-15,17197.0,1433,81
2020-04-15,17199.0,12,0
2020-04-15,17201.0,119,8
2020-04-15,17203.0,11,0
2020-04-15,18001.0,6,1
2020-04-15,18003.0,180,15
2020-04-15,18005.0,113,4
2020-04-15,18007.0,3,0
2020-04-15,18009.0,6,1
2020-04-15,18011.0,129,4
2020-04-15,18013.0,14,1
2020-04-15,18015.0,6,1
2020-04-15,18017.0,33,1
2020-04-15,18019.0,137,9
2020-04-15,18021.0,13,0
2020-04-15,18023.0,13,1
2020-04-15,18025.0,12,0
2020-04-15,18027.0,21,1
2020-04-15,18033.0,6,1
2020-04-15,18029.0,61,4
2020-04-15,18031.0,155,13
2020-04-15,18035.0,77,4
2020-04-15,18037.0,14,0
2020-04-15,18039.0,105,3
2020-04-15,18041.0,20,3
2020-04-15,18043.0,116,5
2020-04-15,18045.0,3,1
2020-04-15,18047.0,75,7
2020-04-15,18049.0,3,0
2020-04-15,18051.0,4,0
2020-04-15,18053.0,41,2
2020-04-15,18055.0,28,2
2020-04-15,18057.0,510,27
2020-04-15,18059.0,129,6
2020-04-15,18061.0,59,2
2020-04-15,18063.0,360,12
2020-04-15,18065.0,23,1
2020-04-15,18067.0,60,4
2020-04-15,18069.0,6,1
2020-04-15,18071.0,74,0
2020-04-15,18073.0,19,1
2020-04-15,18075.0,7,0
2020-04-15,18077.0,15,0
2020-04-15,18079.0,60,0
2020-04-15,18081.0,347,25
2020-04-15,18083.0,16,0
2020-04-15,18085.0,19,1
2020-04-15,18087.0,14,1
2020-04-15,18091.0,42,4
2020-04-15,18089.0,876,33
2020-04-15,18093.0,73,9
2020-04-15,18095.0,273,24
2020-04-15,18097.0,3204,155
2020-04-15,18099.0,19,0
2020-04-15,18101.0,5,0
2020-04-15,18103.0,17,0
2020-04-15,18105.0,95,2
2020-04-15,18107.0,25,0
2020-04-15,18109.0,105,3
2020-04-15,18111.0,29,2
2020-04-15,18113.0,25,1
2020-04-15,18115.0,1,0
2020-04-15,18117.0,19,3
2020-04-15,18119.0,19,1
2020-04-15,18121.0,7,0
2020-04-15,18123.0,4,0
2020-04-15,18125.0,1,0
2020-04-15,18127.0,130,2
2020-04-15,18129.0,6,0
2020-04-15,18131.0,1,0
2020-04-15,18133.0,42,3
2020-04-15,18135.0,11,1
2020-04-15,18137.0,88,3
2020-04-15,18139.0,17,1
2020-04-15,18143.0,17,2
2020-04-15,18145.0,79,3
2020-04-15,18147.0,4,0
2020-04-15,18141.0,273,5
2020-04-15,18149.0,10,1
2020-04-15,18151.0,13,1
2020-04-15,18153.0,6,0
2020-04-15,18155.0,12,0
2020-04-15,18157.0,46,2
2020-04-15,18159.0,10,0
2020-04-15,18161.0,6,0
2020-04-15,18163.0,65,1
2020-04-15,18165.0,4,0
2020-04-15,18167.0,43,3
2020-04-15,18169.0,7,0
2020-04-15,18171.0,3,1
2020-04-15,18173.0,41,3
2020-04-15,18175.0,27,0
2020-04-15,18177.0,20,1
2020-04-15,18179.0,4,0
2020-04-15,18181.0,5,0
2020-04-15,18183.0,14,1
2020-04-15,19001.0,1,0
2020-04-15,19005.0,24,2
2020-04-15,19007.0,1,1
2020-04-15,19009.0,1,0
2020-04-15,19011.0,19,1
2020-04-15,19013.0,85,0
2020-04-15,19015.0,4,0
2020-04-15,19017.0,9,0
2020-04-15,19019.0,8,0
2020-04-15,19021.0,2,0
2020-04-15,19023.0,1,0
2020-04-15,19027.0,1,0
2020-04-15,19029.0,1,0
2020-04-15,19031.0,22,0
2020-04-15,19033.0,14,0
2020-04-15,19037.0,2,0
2020-04-15,19039.0,2,0
2020-04-15,19041.0,2,0
2020-04-15,19043.0,7,1
2020-04-15,19045.0,38,0
2020-04-15,19047.0,6,1
2020-04-15,19049.0,38,0
2020-04-15,19055.0,2,0
2020-04-15,19057.0,7,0
2020-04-15,19059.0,1,0
2020-04-15,19061.0,37,1
2020-04-15,19065.0,5,0
2020-04-15,19069.0,1,0
2020-04-15,19073.0,1,0
2020-04-15,19075.0,1,0
2020-04-15,19077.0,3,0
2020-04-15,19079.0,2,0
2020-04-15,19081.0,3,0
2020-04-15,19083.0,1,0
2020-04-15,19085.0,12,0
2020-04-15,19087.0,22,1
2020-04-15,19089.0,1,0
2020-04-15,19095.0,7,0
2020-04-15,19097.0,4,0
2020-04-15,19099.0,17,0
2020-04-15,19101.0,4,0
2020-04-15,19103.0,226,3
2020-04-15,19105.0,11,0
2020-04-15,19107.0,2,0
2020-04-15,19109.0,1,0
2020-04-15,19111.0,2,0
2020-04-15,19113.0,276,21
2020-04-15,19115.0,166,0
2020-04-15,19119.0,4,0
2020-04-15,19121.0,3,1
2020-04-15,19123.0,7,0
2020-04-15,19125.0,3,0
2020-04-15,19127.0,44,0
2020-04-15,19129.0,2,0
2020-04-15,19131.0,2,0
2020-04-15,19133.0,6,0
2020-04-15,19137.0,1,0
2020-04-15,19139.0,133,2
2020-04-15,19141.0,3,0
2020-04-15,19143.0,2,0
2020-04-15,19145.0,3,0
2020-04-15,19149.0,4,0
2020-04-15,19153.0,224,7
2020-04-15,19155.0,14,1
2020-04-15,19157.0,6,1
2020-04-15,19163.0,129,2
2020-04-15,19165.0,7,0
2020-04-15,19167.0,7,0
2020-04-15,19169.0,11,0
2020-04-15,19171.0,111,3
2020-04-15,19173.0,1,0
2020-04-15,19175.0,1,0
2020-04-15,19177.0,8,0
2020-04-15,19179.0,7,0
2020-04-15,19181.0,16,0
2020-04-15,19183.0,101,4
2020-04-15,19187.0,2,0
2020-04-15,19189.0,2,0
2020-04-15,19191.0,5,0
2020-04-15,19193.0,21,0
2020-04-15,19195.0,1,0
2020-04-15,19197.0,1,0
2020-04-15,20003.0,1,0
2020-04-15,20005.0,3,0
2020-04-15,20007.0,1,0
2020-04-15,20009.0,5,0
2020-04-15,20011.0,7,1
2020-04-15,20015.0,10,0
2020-04-15,20019.0,3,0
2020-04-15,20021.0,7,0
2020-04-15,20027.0,1,0
2020-04-15,20029.0,3,0
2020-04-15,20031.0,45,6
2020-04-15,20035.0,1,1
2020-04-15,20037.0,6,1
2020-04-15,20041.0,1,0
2020-04-15,20043.0,1,0
2020-04-15,20045.0,41,0
2020-04-15,20051.0,4,0
2020-04-15,20055.0,17,1
2020-04-15,20057.0,32,0
2020-04-15,20059.0,12,0
2020-04-15,20061.0,10,0
2020-04-15,20063.0,1,0
2020-04-15,20073.0,1,0
2020-04-15,20075.0,1,0
2020-04-15,20079.0,5,0
2020-04-15,20085.0,1,0
2020-04-15,20087.0,5,0
2020-04-15,20089.0,3,0
2020-04-15,20091.0,334,19
2020-04-15,20093.0,1,0
2020-04-15,20099.0,20,0
2020-04-15,20103.0,93,1
2020-04-15,20107.0,6,0
2020-04-15,20111.0,32,0
2020-04-15,20115.0,5,0
2020-04-15,20113.0,14,0
2020-04-15,20121.0,5,0
2020-04-15,20123.0,2,0
2020-04-15,20125.0,11,2
2020-04-15,20127.0,2,0
2020-04-15,20129.0,1,0
2020-04-15,20133.0,2,0
2020-04-15,20139.0,4,0
2020-04-15,20141.0,2,0
2020-04-15,20143.0,3,0
2020-04-15,20147.0,1,0
2020-04-15,20149.0,5,0
2020-04-15,20151.0,1,0
2020-04-15,20155.0,14,0
2020-04-15,20157.0,4,0
2020-04-15,20161.0,23,0
2020-04-15,20163.0,2,0
2020-04-15,20169.0,13,2
2020-04-15,20171.0,2,0
2020-04-15,20173.0,209,3
2020-04-15,20175.0,7,0
2020-04-15,20177.0,82,5
2020-04-15,20183.0,1,0
2020-04-15,20185.0,1,0
2020-04-15,20187.0,2,0
2020-04-15,20189.0,2,0
2020-04-15,20191.0,2,1
